,url,has ads
6474,dhnet.be,TRUE
6483,rogers.com,TRUE
6485,ashemaletube.com,TRUE
6486,mumsnet.com,TRUE
6489,usertesting.com,TRUE
6491,reverb.com,TRUE
6493,elcorreo.com,TRUE
6495,thanhnien.vn,TRUE
6496,grafana.net,TRUE
6497,active24.cz,TRUE
6498,infourok.ru,TRUE
6500,ifood.tv,TRUE
6502,centurygame.com,TRUE
6509,ghanaweb.com,TRUE
6511,lmco.com,TRUE
6512,fitgirl-repacks.site,TRUE
6515,allabout.co.jp,TRUE
6517,tutsplus.com,TRUE
6520,medicalxpress.com,TRUE
6521,appleinsider.com,TRUE
6524,footballi.net,TRUE
6529,articulate.com,TRUE
6531,webland.ch,TRUE
6533,daraz.com.bd,TRUE
6538,marvel.com,TRUE
6540,site123.me,TRUE
6541,gcash.com,TRUE
6543,opentext.com,TRUE
6544,yg5sjx5kzy.com,TRUE
6546,univision.com,TRUE
6549,fragrantica.com,TRUE
6550,qunar.com,TRUE
6553,inverse.com,TRUE
6556,speakerdeck.com,TRUE
6557,radio-canada.ca,TRUE
6558,natalie.mu,TRUE
6559,above.com,TRUE
6560,thairath.co.th,TRUE
6568,nab.com.au,TRUE
6572,msport.com,TRUE
6573,wordstream.com,TRUE
6575,thespruceeats.com,TRUE
6577,indiewire.com,TRUE
6578,letelegramme.fr,TRUE
6579,javatpoint.com,TRUE
6580,cian.ru,TRUE
6585,journaldesfemmes.fr,TRUE
6586,yellowpages.com,TRUE
6587,imptracking.com,TRUE
6591,spiceworks.com,TRUE
6592,gyazo.com,TRUE
6596,imunify360.com,TRUE
6597,chronicle.com,TRUE
6601,detroitnews.com,TRUE
6602,ricoh.com,TRUE
6603,videonow.ru,TRUE
6604,costco.ca,TRUE
6607,thisisdax.com,TRUE
6609,ledauphine.com,TRUE
6611,olark.com,TRUE
6613,anime-planet.com,TRUE
6614,babycenter.com,TRUE
6616,nfpa.org,TRUE
6620,hani.co.kr,TRUE
6622,resetera.com,TRUE
6623,ifixit.com,TRUE
6624,namefind.com,TRUE
6629,audioeye.com,TRUE
6632,mercadopago.com.ar,TRUE
6633,proxysite.com,TRUE
6636,authorize.net,TRUE
6639,allmusic.com,TRUE
6642,goldenfrog.com,TRUE
6647,sheknows.com,TRUE
6648,muni.cz,TRUE
6651,basketball-reference.com,TRUE
6652,wish.com,TRUE
6653,aa.com.tr,TRUE
6654,ccleaner.com,TRUE
6657,pathofexile.com,TRUE
6658,nrich.ai,TRUE
6659,humblebundle.com,TRUE
6660,videa.hu,TRUE
6661,freecodecamp.org,TRUE
6665,runescape.wiki,TRUE
6667,bunshun.jp,TRUE
6670,hkjc.com,TRUE
6672,24tv.ua,TRUE
6674,thrillist.com,TRUE
6675,pima.edu,TRUE
6677,geetest.com,TRUE
6678,versus.com,TRUE
6680,faroutmagazine.co.uk,TRUE
6681,5ch.net,TRUE
6687,symphony.com,TRUE
6691,midilibre.fr,TRUE
6695,l-tike.com,TRUE
6696,rb.gy,TRUE
6702,okdiario.com,TRUE
6703,sbb.rs,TRUE
6708,ucf.edu,TRUE
6709,relap.io,TRUE
6712,tz.de,TRUE
6716,vedantu.com,TRUE
6718,njav.tv,TRUE
6719,codecanyon.net,TRUE
6726,helpguide.org,TRUE
6727,tsa.gov,TRUE
6728,kff.org,TRUE
6729,underarmour.com,TRUE
6730,palmettostatearmory.com,TRUE
6736,viva.co.id,TRUE
6739,bitchute.com,TRUE
6740,swissinfo.ch,TRUE
6741,etoro.com,TRUE
6744,olx.in,TRUE
6745,ledger.com,TRUE
6747,alltel24.ru,TRUE
6753,plannedparenthood.org,TRUE
6757,blackrussia.online,TRUE
6758,leprogres.fr,TRUE
6760,gmw.cn,TRUE
6761,picrew.me,TRUE
6763,skynewsarabia.com,TRUE
6764,firstcry.com,TRUE
6767,diamond.jp,TRUE
6768,vhlcentral.com,TRUE
6770,irctc.co.in,TRUE
6773,pingdom.com,TRUE
6777,twitcasting.tv,TRUE
6779,ensonhaber.com,TRUE
6781,sport-express.ru,TRUE
6782,express.de,TRUE
6784,aweber.com,TRUE
6790,unodc.org,TRUE
6792,yaklass.ru,TRUE
6795,steelseries.com,TRUE
6796,cumhuriyet.com.tr,TRUE
6797,townnews.com,TRUE
6798,jagran.com,TRUE
6800,podtrac.com,TRUE
